번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1156,238090,앤디포스,032202,플라스틱제품 제조업,"41,957,020","8,391,404,000","200",원(KRW),070-7662-2121,충청북도 음성군 대소면 한삼로 224-7 ,2276
1157,092600,앤씨앤,032601,반도체 제조업,"13,447,500","6,723,750,000","500",원(KRW),02-3460-4700,경기도 성남시 분당구 판교로 323 (삼평동) ,2276
1158,266170,앤유엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","2,194,249","1,097,124,500","500",원(KRW),02-565-1676,"서울특별시 강남구 학동로82길 7 HYUN빌딩 (삼성동, HYUN빌딩4층)",2276
1159,174900,앱클론,032103,의료용품 및 기타 의약 관련제품 제조업,"7,175,000","3,587,500,000","500",원(KRW),02-2109-1294,서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호 ,2276
1160,255440,야스,032902,특수 목적용 기계 제조업,"13,058,000","6,569,000,000","500",원(KRW),031-904-8591,경기도 파주시 탄현면 한산로 69 &nbsp,2276
1161,030960,양지사,031801,인쇄 및 인쇄관련 산업,"15,980,000","7,990,000,000","500",원(KRW),02  -865 -0041,경기도 김포시 양촌읍 황금1로 131 ,2276
1162,102120,어보브반도체,032601,반도체 제조업,"17,459,653","8,729,826,500","500",원(KRW),02-2193-2200,충청북도 청원군 오창읍 각리1길 93- ,2276
1163,224810,엄지하우스,064204,실내건축 및 건축마무리 공사업,"4,200,000","2,100,000,000","500",원(KRW),02-550-7840,서울특별시 강남구 테헤란로28길 25- ,2276
1164,041590,에너전트,064202,건물설비 설치 공사업,"44,474,790","22,237,395,000","500",원(KRW),042-620-8000,대전광역시 유성구 테크노1로 30(관평동) ,2276
1165,019990,에너토크,032901,일반 목적용 기계 제조업,"9,756,088","4,878,044,000","500",원(KRW),02-555-0883,경기도 여주군  능서면 능여로 344 ,2276
1166,011090,에넥스,033201,가구 제조업,"59,991,641","29,995,820,500","500",원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동) ,2276
1167,208890,에듀파트너,168507,교육지원 서비스업,"1,990,820","1,990,820,000","1,000",원(KRW),02-6337-5410,"서울특별시 마포구 양화로 125, 8층(서교동,경남관광빌딩) ",2276
1168,041440,에버다임,032902,특수 목적용 기계 제조업,"17,915,944","8,957,972,000","500",원(KRW),(043)530-3300,충청북도 진천군  진천읍 부영길 49 ,2276
1169,270660,에브리봇,032805,가정용 기기 제조업,"1,123,380","561,690,000","500",원(KRW),070-4913-8805,경기도 성남시 분당구 판교역로 240 삼환하이펙스 에이동 1001호,2276
1170,038680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,075,215","8,037,607,500","500",원(KRW),02  -3469-2939,서울특별시 강남구 선릉로 514 성원빌딩 ,2276
1171,217480,에스디생명공학,032004,기타 화학제품 제조업,"22,415,066","11,207,533,000","500",원(KRW),02-583-1846,서울특별시 강서구 공항대로61길 29 C동 301호 &nbsp,2276
1172,121890,에스디시스템,032602,전자부품 제조업,"8,762,678","4,381,339,000","500",원(KRW),070-8299-5926,"경기도 성남시 중원구  갈마치로244번길 31 613(상대원동, 현대아이밸리)",2276
1173,030270,에스마크,031301,방적 및 가공사 제조업,"7,562,701","3,781,350,500","500",원(KRW),02  -757 -9171,충청북도 충주시  가주농공2길 21 ,2276
1174,097780,에스맥,032604,통신 및 방송 장비 제조업,"220,938,274","44,187,654,800","200",원(KRW),031-895-2100,경기도 평택시 산단로 241- ,2276
1175,073070,에스모,033003,자동차 신품 부품 제조업,"87,666,769","8,766,676,900","100",원(KRW),052-259-8331,울산 울주군 웅촌면 대대리 1644-295 ,2276
1176,042110,에스씨디,032805,가정용 기기 제조업,"48,329,564","24,164,782,000","500",원(KRW),031 -329 -5555,경기도 용인시 처인구  남사면 형제로17번길 21 ,2276
1177,065420,에스아이리소스,020501,석탄 광업,"64,603,964","6,460,396,400","100",원(KRW),02-780-2388,서울특별시 영등포구 여의공원로 111 1005호 ,2276
1178,270210,에스알바이오텍,032004,기타 화학제품 제조업,"462,776","231,388,000","500",원(KRW),031-726-3134,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호 ,2276
1179,103230,에스앤더블류,032901,일반 목적용 기계 제조업,"7,200,000","3,600,000,000","500",원(KRW),051-205-7411,부산광역시 사하구  다대로170번길 29 ,2276
1180,260970,에스앤디,031007,기타 식품 제조업,"303,642","1,518,210,000","5,000",원(KRW),043-710-8000,충청북도 청주시 흥덕구 오송읍 오송생명4로 163 ,2276
1181,900080,에스앤씨엔진그룹,116409,기타 금융업,"123,759,593","641,928,600","0",중국위안(CNY),852-2940-7730,"ROOM 01, 21/F, PROSPER COMMERCIAL BUILDING，9 YIN CHONG STREET, KOWLOON, H.K ",2276
1182,101490,에스앤에스텍,032602,전자부품 제조업,"19,735,331","9,867,665,500","500",원(KRW),053-589-1600,대구광역시 달서구  호산동로 42 ,2276
1183,095910,에스에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,364,321","6,682,160,500","500",원(KRW),070-4339-7100,"경기도 성남시 분당구 판교역로241번길 20 (삼평동, 미래에셋타워 3층)",2276
1184,275630,에스에스알,105802,소프트웨어 개발 및 공급업,"5,794,561","2,897,280,500","500",원(KRW),02-6959-0129,"서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워) ",2276
1185,031330,에스에이엠티,074605,기계장비 및 관련 물품 도매업,"99,995,067","49,997,533,500","500",원(KRW),02-3458-9000,서울특별시 강남구  영동대로 315 대경빌딩 ,2276
1186,060540,에스에이티,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000","500",원(KRW),031-450-1400,"경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)",2276
1187,158300,에스에이티이엔지,032902,특수 목적용 기계 제조업,"3,210,000","1,605,000,000","500",원(KRW),031-433-4711,경기도 시흥시 군자천로21번길 66 (정왕동) ,2276
1188,112240,에스에프씨,032202,플라스틱제품 제조업,"43,981,834","21,990,917,000","500",원(KRW),041-640-0001,충청남도 홍성군  구항면 내포로 682 주식회사 에스에프씨,2276
1189,056190,에스에프에이,032902,특수 목적용 기계 제조업,"35,908,760","17,954,380,000","500",원(KRW),031-379-1793,경기도 화성시 동탄면 영천로 38 ,2276
1190,080000,에스엔유,032902,특수 목적용 기계 제조업,"34,322,870","17,161,435,000","500",원(KRW),041-536-1500,충청남도 아산시 둔포면 아산밸리남로 124 ,2276
1191,160600,에스엔텍,032902,특수 목적용 기계 제조업,"11,755,065","5,877,532,500","500",원(KRW),031-299-3888,경기도 수원시 권선구 산업로155번길 187 (고색동) ,2276
1192,086460,에스엔피제네틱스,137001,자연과학 및 공학 연구개발업,"1,823,850","911,925,000","500",원(KRW),02-3273-1671,서울특별시 마포구 백범로 35 (신수동) 서강대학교 티이관 1007호,2276
1193,005850,에스엘,033003,자동차 신품 부품 제조업,"48,203,277","24,101,638,500","500",원(KRW),053-850-8511,대구광역시 북구 검단공단로 32 - ,2276
1194,246250,에스엘에스바이오,137209,기타 과학기술 서비스업,"6,828,103","3,414,051,500","500",원(KRW),031-275-5522,경기도 수원시 영통구 창룡대로 260 광교센트럴비즈타워 7층,2276
1195,041510,에스엠,105902,오디오물 출판 및 원판 녹음업,"23,324,701","11,662,350,500","500",원(KRW),02-6240-9817,서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트,2276
1196,299670,에스엠비나,031401,봉제의복 제조업,"1,090,000","545,000,000","500",원(KRW),02-6953-7020,"서울특별시 마포구 마포대로 53, 비동 803호 (도화동, 마포트라팰리스) ",2276
1197,007820,에스엠코어,032901,일반 목적용 기계 제조업,"20,033,946","10,016,973,000","500",원(KRW),02-2090-9273,서울특별시 마포구  마포대로 20 다보빌딩 ,2276
1198,109610,에스와이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","24,949,345","12,474,672,500","500",원(KRW),031-222-4028,서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩,2276
1199,012750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000","500",원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,2276
1200,123700,에스제이엠,033003,자동차 신품 부품 제조업,"15,604,898","7,802,449,000","500",원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,2276
1201,025530,에스제이엠홀딩스,074502,자동차 부품 및 내장품 판매업,"14,934,008","7,467,004,000","500",원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20 ,2276
1202,080440,에스제이케이,074502,자동차 부품 및 내장품 판매업,"9,398,709","4,699,354,500","500",원(KRW),02-2106-2309,서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호,2276
1203,217910,에스제이켐,032001,기초 화학물질 제조업,"12,990,522","1,299,052,200","100",원(KRW),041-881-9454,전라북도 익산시 왕궁면 무왕로 2243-23 ,2276
1204,224020,에스케이씨에스,032202,플라스틱제품 제조업,"2,700,000","1,350,000,000","500",원(KRW),031-761-7703,경기도 광주시 초월읍 산수로554번길 47 ,2276
1205,096630,에스코넥,032604,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800","200",원(KRW),031-799-0700,경기도 광주시  오포읍 마루들길172번길 30 ,2276
1206,069510,에스텍,032605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000","500",원(KRW),(055)370-2200,경상남도 양산시  유산공단9길 22 ,2276
1207,041910,에스텍파마,032102,의약품 제조업,"11,898,263","5,949,131,500","500",원(KRW),031-831-4800,경기도 화성시 향남읍 발안공단로 25 ,2276
1208,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,921,180","5,960,590,000","500",원(KRW),031-601-3500,경기도 성남시 분당구 판교로 338(삼평동) ,2276
1209,039440,에스티아이,032902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000","500",원(KRW),031-653-4380,경기도 안성시 공도읍 봉기길 1 ,2276
1210,098660,에스티오,031401,봉제의복 제조업,"8,455,144","4,227,572,000","500",원(KRW),02-2093-2500,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",2276
1211,052020,에스티큐브,074605,기계장비 및 관련 물품 도매업,"26,710,641","13,355,320,500","500",원(KRW),02-551-3370,"서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)",2276
1212,237690,에스티팜,032102,의약품 제조업,"18,656,000","9,328,000,000","500",원(KRW),02-527-6300,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp",2276
1213,050760,에스폴리텍,032202,플라스틱제품 제조업,"16,334,678","8,167,339,000","500",원(KRW),043-536-9191,충청북도 진천군  덕산면 한삼로 275 에스폴리텍 ,2276
1214,288620,에스퓨얼셀,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,744,316","2,872,158,000","500",원(KRW),070-4613-4900,"경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp",2276
1215,058610,에스피지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500","500",원(KRW),(032)820-8200,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",2276
1216,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000","500",원(KRW),063-440-6561,"전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)",2276
1217,023960,에쓰씨엔지니어링,064102,토목 건설업,"25,016,587","12,508,293,500","500",원(KRW),02-2167-9090,서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층,2276
1218,298690,에어부산,085101,항공 여객 운송업,"52,070,000","52,070,000,000","1,000",원(KRW),1666-3060,부산광역시 강서구 유통단지1로57번가길 6 ,2276
1219,054630,에이디칩스,033309,그외 기타 제품 제조업,"27,002,396","13,501,198,000","500",원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) ",2276
1220,200710,에이디테크놀로지,032601,반도체 제조업,"9,261,533","4,925,525,000","500",원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) ",2276
1221,140910,에이리츠,126801,부동산 임대 및 공급업,"3,675,909","18,379,545,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",2276
1222,078520,에이블씨엔씨,032004,기타 화학제품 제조업,"27,033,459","13,516,729,500","500",원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)",2276
1223,298380,에이비엘바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"45,303,350","22,651,675,000","500",원(KRW),031-8018-9800,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) ",2276
1224,203400,에이비온,137001,자연과학 및 공학 연구개발업,"12,396,976","6,198,488,000","500",원(KRW),02-6006-7610,"서울특별시 구로구 디지털로 242915호(구로동,한화비즈메트로 1차) ",2276
1225,003800,에이스침대,033201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 ,2276
1226,088800,에이스테크,032604,통신 및 방송 장비 제조업,"37,782,755","18,891,377,500","500",원(KRW),032)458-1975,"인천광역시 남동구  남동서로 237 (논현동,남동공단 24B 5L)",2276
1227,138360,에이씨티,032004,기타 화학제품 제조업,"27,268,234","13,634,117,000","500",원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 ,2276
1228,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","69,434,312","34,717,156,000","500",원(KRW),02-3282-7026,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",2276
1229,050320,에이앤티앤,074605,기계장비 및 관련 물품 도매업,"22,661,761","2,266,176,100","100",원(KRW),02-3443-5811,서울특별시 금천구 가산디지털1로 151 이노플렉스 1차 705호 ,2276
1230,015260,에이엔피,032602,전자부품 제조업,"82,784,868","41,392,434,000","500",원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피,2276
1231,234070,에이원알폼,147603,산업용 기계 및 장비 임대업,"3,533,326","1,766,663,000","500",원(KRW),031-8017-5305,충청북도 괴산군 괴산읍 대제산단3길 46 -,2276
1232,072990,에이치시티,137209,기타 과학기술 서비스업,"6,869,651","3,434,825,500","500",원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp,2276
1233,044990,에이치엔에스하이텍,032602,전자부품 제조업,"7,511,064","3,755,532,000","500",원(KRW),042-866-1300,대전광역시 유성구 테크노1로 62-7(관평동) ,2276
1234,176440,에이치엔티,032602,전자부품 제조업,"14,202,168","7,101,084,000","500",원(KRW),031-739-7897,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩7층) &nbsp",2276
1235,028300,에이치엘비,033101,선박 및 보트 건조업,"39,235,182","19,617,591,000","500",원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 ,2276
